Date;Highprice;Lowprice;Closingprice;Gennemsnitligepris;Totalvolume;Omsætning
18-01-2017;897,3;888,26;890,94;;1;
17-01-2017;897,57;891,78;893,07;;1;
16-01-2017;903,98;896,92;897,75;;1;
13-01-2017;897,69;883,89;897,69;;1;
12-01-2017;896,86;877,69;883,78;;1;
11-01-2017;897,5;890,09;897,45;;1;
10-01-2017;898,75;890,18;890,83;;1;
09-01-2017;905,59;894,52;896,27;;1;
06-01-2017;904,78;899,16;900,87;;1;
05-01-2017;901,69;891,48;900,42;;1;
04-01-2017;897,73;890,99;891,45;;1;
03-01-2017;906,29;896,85;896,85;;1;
02-01-2017;901;882,86;899,96;;1;
30-12-2016;885,61;881,71;883,96;;1;
29-12-2016;885,93;876,61;885,54;;1;
28-12-2016;882,09;877,54;882,03;;1;
27-12-2016;881,17;877,41;880,95;;1;
23-12-2016;880,26;873,63;877,97;;1;
22-12-2016;877,87;869,93;876,42;;1;
21-12-2016;876,09;872,21;873,78;;1;
20-12-2016;876,99;871,32;874,35;;1;
19-12-2016;876,09;865,73;872,3;;1;
16-12-2016;876,11;866,28;872,77;;1;
15-12-2016;869,19;855,87;869,05;;1;
14-12-2016;860,11;853,64;855,78;;1;
13-12-2016;859,72;849,21;859,24;;1;
12-12-2016;859,37;849,68;851,47;;1;
09-12-2016;857,64;840,72;857,64;;1;
08-12-2016;839,23;828,33;839,18;;1;
07-12-2016;843,41;831,08;834,19;;1;
06-12-2016;836,88;829,08;831,23;;1;
05-12-2016;837,74;825,89;831,71;;1;
02-12-2016;829,2;823,42;828,05;;1;
01-12-2016;843,67;827,77;828,88;;1;
30-11-2016;841,64;829,37;836,06;;1;
29-11-2016;830,82;825,83;830,19;;1;
28-11-2016;835,76;824,21;827,5;;1;
25-11-2016;825,22;815,57;824,87;;1;
24-11-2016;817,8;813,01;815,59;;1;
23-11-2016;818,41;809,78;813,49;;1;
22-11-2016;825,82;816,9;817,55;;1;
21-11-2016;823,38;816,74;820,92;;1;
18-11-2016;823,93;819,83;821,76;;1;
17-11-2016;820,28;814,37;820,25;;1;
16-11-2016;823,81;817,1;817,84;;1;
15-11-2016;817,52;809,73;817,52;;1;
14-11-2016;819,44;807,17;809,54;;1;
11-11-2016;817,38;805,8;810;;1;
10-11-2016;834,64;813,21;814,03;;1;
09-11-2016;834,42;805,08;822,58;;1;
08-11-2016;838,17;819,4;819,42;;1;
07-11-2016;832,61;821,37;832,61;;1;
04-11-2016;834,92;818,57;821,29;;1;
03-11-2016;839,91;830,61;835,09;;1;
02-11-2016;850,23;832,31;832,68;;1;
01-11-2016;872,62;850,53;850,53;;1;
31-10-2016;867,18;856,15;866,41;;1;
28-10-2016;907,83;842,47;860,63;;1;
27-10-2016;911,72;897,61;908,91;;1;
26-10-2016;913,31;901,43;903,63;;1;
25-10-2016;931,27;912,17;912,35;;1;
24-10-2016;931,95;921,75;923,04;;1;
21-10-2016;924,33;915,39;923,99;;1;
20-10-2016;917,88;910,73;916,01;;1;
19-10-2016;913,02;904,43;912,48;;1;
18-10-2016;906,56;894,59;904,55;;1;
17-10-2016;893,12;883,11;892,73;;1;
14-10-2016;894,24;876,1;891,62;;1;
13-10-2016;884,64;871,77;876,15;;1;
12-10-2016;887,12;882,26;884,64;;1;
11-10-2016;891,92;885,42;885,79;;1;
10-10-2016;892,72;884;891,68;;1;
07-10-2016;898,21;888,45;888,48;;1;
06-10-2016;906,28;897,72;898,51;;1;
05-10-2016;903,74;890,04;901,97;;1;
04-10-2016;897,19;892,05;896,22;;1;
03-10-2016;899,19;892,79;894,08;;1;
30-09-2016;901,04;886,31;897,08;;1;
29-09-2016;919,92;900,87;901,22;;1;
28-09-2016;916,11;905,38;912,51;;1;
27-09-2016;918,88;904,18;904,92;;1;
26-09-2016;923,65;916,2;917,68;;1;
23-09-2016;939,12;923,38;923,89;;1;
22-09-2016;941,67;934,38;939,71;;1;
21-09-2016;945,58;937,15;938,84;;1;
20-09-2016;941,71;932,97;938,76;;1;
19-09-2016;938,4;930,57;936,32;;1;
16-09-2016;937,87;928,12;930,45;;1;
15-09-2016;929,84;922,4;929,55;;1;
14-09-2016;930,45;922,98;927,5;;1;
13-09-2016;927,13;915,29;922,33;;1;
12-09-2016;915,24;901,28;915,2;;1;
09-09-2016;931,7;915,99;916,68;;1;
08-09-2016;941,64;927,95;931,96;;1;
07-09-2016;936,83;933,29;936,14;;1;
06-09-2016;944,24;933,13;933,13;;1;
05-09-2016;944,58;935,5;944,02;;1;
02-09-2016;937,88;928,7;937,88;;1;
01-09-2016;948,81;935,77;935,77;;1;
31-08-2016;949,72;940,82;941,12;;1;
30-08-2016;945,43;939,3;945,24;;1;
29-08-2016;939,11;933,33;939,05;;1;
26-08-2016;939,32;932,91;938,45;;1;
25-08-2016;942,87;933,78;937,72;;1;
24-08-2016;946,17;934,78;943,74;;1;
23-08-2016;944,7;938,48;939,8;;1;
22-08-2016;941,77;928,31;941,01;;1;
19-08-2016;928,86;920,33;928,7;;1;
18-08-2016;929,59;917,77;926,18;;1;
17-08-2016;925,43;914,24;916,86;;1;
16-08-2016;930,66;921,1;922,91;;1;
15-08-2016;934,72;925,95;930,74;;1;
12-08-2016;931,48;922,04;925,06;;1;
11-08-2016;932,8;925,67;929,43;;1;
10-08-2016;948,39;930,96;931,87;;1;
09-08-2016;946,04;926,92;946,04;;1;
08-08-2016;945,64;930,95;931,08;;1;
05-08-2016;979,95;940,1;946;;1;
04-08-2016;981,85;972,57;979,71;;1;
03-08-2016;980,55;970,14;972,57;;1;
02-08-2016;994,72;977,48;977,51;;1;
01-08-2016;1.006,31;993,82;996,08;;1;
29-07-2016;997,01;990,01;994,55;;1;
28-07-2016;1.003,73;989,75;992,37;;1;
27-07-2016;997,29;988,28;989,75;;1;
26-07-2016;993,9;977,21;993,44;;1;
25-07-2016;987,06;975,38;975,71;;1;
22-07-2016;984,62;975,32;984,62;;1;
21-07-2016;983,37;973,12;981,01;;1;
20-07-2016;982,46;971,42;981,95;;1;
19-07-2016;974,97;968,17;970,87;;1;
18-07-2016;975,59;968,62;971,16;;1;
15-07-2016;973,74;963,87;970,28;;1;
14-07-2016;982,33;972,74;973,91;;1;
13-07-2016;978,13;971,46;975,78;;1;
12-07-2016;982,26;975,85;978,09;;1;
11-07-2016;975,9;964,11;975,9;;1;
08-07-2016;961,61;948;961,6;;1;
07-07-2016;953,47;936,45;952,47;;1;
06-07-2016;953,75;931,64;935,48;;1;
05-07-2016;968,61;953,59;955,28;;1;
04-07-2016;976,17;966,42;968,98;;1;
01-07-2016;971,9;958,4;971,24;;1;
30-06-2016;960,66;941,58;957,58;;1;
29-06-2016;947,83;921,16;946,74;;1;
28-06-2016;928,3;902,91;922,3;;1;
27-06-2016;929,77;901,5;901,5;;1;
24-06-2016;958,77;876,06;929,68;;1;
23-06-2016;965,08;947,26;960,1;;1;
22-06-2016;948,72;935,16;947,24;;1;
21-06-2016;944,34;932,67;939,69;;1;
20-06-2016;949,19;919,07;934,03;;1;
17-06-2016;929,25;909,12;915,01;;1;
16-06-2016;925,45;907,58;908,47;;1;
15-06-2016;937,82;926,29;926,29;;1;
14-06-2016;952,38;919,2;919,2;;1;
13-06-2016;962,3;942;954,18;;1;
10-06-2016;991,73;961,84;964,06;;1;
09-06-2016;996,92;986,38;992,57;;1;
08-06-2016;1.003,96;994,7;995,58;;1;
07-06-2016;1.004,79;996,64;1.003,57;;1;
06-06-2016;995,78;986,86;995,78;;1;
03-06-2016;1.000,62;984,71;990,99;;1;
02-06-2016;1.002,76;991,54;996,35;;1;
01-06-2016;1.006,33;996,76;1.003,16;;1;
31-05-2016;1.004,31;994,24;999,86;;1;
30-05-2016;1.004,15;997,18;1.001,75;;1;
27-05-2016;1.000,41;993,08;996,75;;1;
26-05-2016;1.002,64;992,12;996,24;;1;
25-05-2016;1.000,79;983,56;1.000,30;;1;
24-05-2016;984,39;963,43;983,49;;1;
23-05-2016;973,9;963,21;967,67;;1;
20-05-2016;971,46;959,27;969,68;;1;
19-05-2016;967,86;957,81;958,9;;1;
18-05-2016;963,96;955,84;962,93;;1;
17-05-2016;971,48;957,69;963,4;;1;
13-05-2016;958,27;943,99;957,69;;1;
12-05-2016;964,99;951,24;953,95;;1;
11-05-2016;962,65;953,79;957,84;;1;
10-05-2016;966,84;953,96;961,03;;1;
09-05-2016;958,79;938,47;951,35;;1;
04-05-2016;943,83;934,84;938,47;;1;
03-05-2016;952,41;934,26;940,63;;1;
02-05-2016;960,65;951,56;951,56;;1;
29-04-2016;973,02;953,63;957,24;;1;
28-04-2016;967,47;940,42;964,97;;1;
27-04-2016;961,65;950,98;958,56;;1;
26-04-2016;969,9;953,56;953,57;;1;
25-04-2016;971,09;959,78;962,93;;1;
21-04-2016;973,89;959,84;973,22;;1;
20-04-2016;980,06;964,85;965,1;;1;
19-04-2016;980,8;961,05;978,31;;1;
18-04-2016;961,71;946,69;961,05;;1;
15-04-2016;959,51;949,46;956,44;;1;
14-04-2016;959,53;949,55;957,99;;1;
13-04-2016;954,09;946,59;949,43;;1;
12-04-2016;953,06;941,59;945,32;;1;
11-04-2016;959,09;947,71;952,95;;1;
08-04-2016;957,98;947,96;956,91;;1;
07-04-2016;965,71;952,59;954,93;;1;
06-04-2016;956,67;945,37;956,12;;1;
05-04-2016;961,8;941,29;949,55;;1;
04-04-2016;969,93;950,43;961,8;;1;
01-04-2016;951,97;938,07;950,52;;1;
31-03-2016;957,63;947,72;948,21;;1;
30-03-2016;960,53;948,35;955,35;;1;
29-03-2016;951,77;936,77;948,35;;1;
23-03-2016;957,94;949,64;951,76;;1;
22-03-2016;951,21;926,38;950,03;;1;
21-03-2016;955,61;942,22;946,69;;1;
18-03-2016;960,15;948,86;954,79;;1;
17-03-2016;973,69;946,53;956,41;;1;
16-03-2016;978,43;967,83;973,69;;1;
15-03-2016;987,59;973,33;974,01;;1;
14-03-2016;988,59;974,63;987,59;;1;
11-03-2016;976,36;962,79;974,23;;1;
10-03-2016;991,15;962,34;962,34;;1;
09-03-2016;979,96;968,87;970,85;;1;
08-03-2016;987,67;963,76;973,05;;1;
07-03-2016;990,83;978,9;988;;1;
04-03-2016;998,76;942,92;980,92;;1;
03-03-2016;971,54;947,41;951,95;;1;
02-03-2016;980,42;958,11;964,46;;1;
01-03-2016;961,4;941,61;961,4;;1;
29-02-2016;952,1;936,96;947,68;;1;
26-02-2016;948,14;931,99;947,03;;1;
25-02-2016;935,99;909,92;930,51;;1;
24-02-2016;939,33;906,8;909,51;;1;
23-02-2016;945,82;925,11;940,13;;1;
22-02-2016;936,33;918,76;934,52;;1;
19-02-2016;927,77;909,03;913,3;;1;
18-02-2016;929,23;915,62;922,03;;1;
17-02-2016;917,4;899,45;916,78;;1;
16-02-2016;920,78;893,12;895,08;;1;
15-02-2016;905,97;860,47;905,88;;1;
12-02-2016;869,42;849,43;860,47;;1;
11-02-2016;873,02;844,3;849,31;;1;
10-02-2016;878,83;832,37;873,14;;1;
09-02-2016;856,24;821,27;833,31;;1;
08-02-2016;899,96;853,32;853,32;;1;
05-02-2016;914,2;894,94;899,99;;1;
04-02-2016;936,65;896,33;909,16;;1;
03-02-2016;965,24;916,76;922,75;;1;
02-02-2016;978,59;961,6;964,42;;1;
01-02-2016;987,52;967,19;974,11;;1;
29-01-2016;977,66;949,9;972,66;;1;
28-01-2016;974,01;941,68;949,28;;1;
27-01-2016;971,92;958,56;969,08;;1;
26-01-2016;965,75;944,55;962,46;;1;
25-01-2016;967,58;951,96;960,88;;1;
22-01-2016;955,25;930,96;951,29;;1;
21-01-2016;933,13;901,41;927,56;;1;
20-01-2016;932,09;900,29;901,06;;1;
19-01-2016;939,45;920,54;932,09;;1;
18-01-2016;929,52;908,99;920,15;;1;
15-01-2016;957,14;911,59;919,08;;1;
14-01-2016;964,92;935,94;953,28;;1;
13-01-2016;980,44;964,09;966,42;;1;
12-01-2016;972,91;950,4;969,28;;1;
11-01-2016;968,6;952,45;955,72;;1;
08-01-2016;991,61;969,75;969,75;;1;
07-01-2016;1.003,34;973,28;985,4;;1;
06-01-2016;1.012,79;996,16;1.003,49;;1;
05-01-2016;1.019,09;997,62;1.012,86;;1;
04-01-2016;1.007,17;995,19;998,12;;1;
30-12-2015;1.018,49;1.010,32;1.014,17;;1;
29-12-2015;1.014,09;1.001,72;1.014,09;;1;
28-12-2015;1.005,70;999,42;1.001,69;;1;
23-12-2015;1.000,97;981,39;999,8;;1;
22-12-2015;991,21;976,33;979,95;;1;
21-12-2015;996,76;984,65;989,33;;1;
18-12-2015;997,85;985,43;990,02;;1;
17-12-2015;1.005,92;987,21;998,27;;1;
16-12-2015;993,25;982,28;986,41;;1;
15-12-2015;982,33;962,79;981,64;;1;
14-12-2015;977,39;958,43;962,79;;1;
11-12-2015;990,6;965,74;965,74;;1;
10-12-2015;998,81;985,47;990,6;;1;
09-12-2015;1.010,08;992,72;999,03;;1;
08-12-2015;1.022,33;998,07;1.002,59;;1;
07-12-2015;1.024,42;1.006,73;1.016,53;;1;
04-12-2015;1.009,02;996,17;1.006,39;;1;
03-12-2015;1.033,82;1.005,20;1.007,09;;1;
02-12-2015;1.030,19;1.019,97;1.025,41;;1;
01-12-2015;1.026,28;1.014,57;1.019,67;;1;
30-11-2015;1.016,09;1.001,27;1.015,05;;1;
27-11-2015;1.002,62;993,5;1.001,01;;1;
26-11-2015;1.000,82;993,47;998,64;;1;
25-11-2015;995,4;980,03;994,23;;1;
24-11-2015;990,83;972,87;980,04;;1;
23-11-2015;992,58;985,81;990,83;;1;
20-11-2015;998,16;984,83;991,84;;1;
19-11-2015;1.003,78;985,8;990,27;;1;
18-11-2015;994,16;982,55;985,8;;1;
17-11-2015;989,37;966,7;988,77;;1;
16-11-2015;970,54;957,65;966,7;;1;
13-11-2015;969,84;959,88;966,21;;1;
12-11-2015;986,66;972,84;977,35;;1;
11-11-2015;985,65;970,08;982,35;;1;
10-11-2015;975,93;967,78;970,08;;1;
09-11-2015;985,9;969,63;971,62;;1;
06-11-2015;983,54;968,8;980,91;;1;
05-11-2015;982,96;965,11;973,41;;1;
04-11-2015;968,85;958,94;963,23;;1;
03-11-2015;955,98;947,47;955,93;;1;
02-11-2015;952,02;937,11;946,49;;1;
30-10-2015;950,45;934,62;937,94;;1;
29-10-2015;962;939,96;941,96;;1;
28-10-2015;970,88;960,26;970,58;;1;
27-10-2015;961,11;953,73;958,47;;1;
26-10-2015;964,42;957,06;960,38;;1;
23-10-2015;959,24;938,89;957,37;;1;
22-10-2015;937,38;922,36;937,38;;1;
21-10-2015;936,87;927,63;930,96;;1;
20-10-2015;950,7;938,73;938,73;;1;
19-10-2015;948,5;938,72;947,16;;1;
16-10-2015;937,09;921,86;934,05;;1;
15-10-2015;920,27;910,88;915,27;;1;
14-10-2015;922,92;906,97;907,63;;1;
13-10-2015;943,32;926,85;931,2;;1;
12-10-2015;943,38;935,4;940,26;;1;
09-10-2015;946,36;934,28;938,38;;1;
08-10-2015;945,83;930,37;935,65;;1;
07-10-2015;951,18;939,25;941,56;;1;
06-10-2015;953,42;940,36;945,52;;1;
05-10-2015;946,93;934,36;942,59;;1;
02-10-2015;939,38;914,39;923,52;;1;
01-10-2015;944,75;927,08;927,33;;1;
30-09-2015;926,93;918,08;922,31;;1;
29-09-2015;920,98;906,07;911,65;;1;
28-09-2015;962,34;929,18;929,28;;1;
25-09-2015;946,21;929,85;941,49;;1;
24-09-2015;942,12;916,1;916,99;;1;
23-09-2015;941,94;927,47;939,52;;1;
22-09-2015;0;0;934,81;;1;
21-09-2015;960,86;941,9;959,91;;1;
18-09-2015;951,67;936,32;940,87;;1;
17-09-2015;953,77;944,73;949,89;;1;
16-09-2015;951,13;943,53;947,15;;1;
15-09-2015;945,63;937,49;943,9;;1;
14-09-2015;955,51;941,3;941,87;;1;
11-09-2015;958,41;944,82;952,16;;1;
10-09-2015;961,49;950,86;957,9;;1;
09-09-2015;970,69;960,98;962,31;;1;
08-09-2015;954,29;940,43;949,52;;1;
07-09-2015;948,3;932,83;936,44;;1;
04-09-2015;947,04;934,86;936,74;;1;
03-09-2015;957,15;948,14;956,9;;1;
02-09-2015;939,71;925,26;935,66;;1;
01-09-2015;938,26;920,91;922,58;;1;
31-08-2015;951,68;941,51;944,21;;1;
28-08-2015;959,73;936,67;944,02;;1;
27-08-2015;949,61;938,87;947,51;;1;
26-08-2015;928,18;898,91;916,17;;1;
25-08-2015;937,02;901,56;924,45;;1;
24-08-2015;905,87;870,44;893,25;;1;
21-08-2015;956,68;938,59;938,59;;1;
20-08-2015;994,86;964,46;967,89;;1;
19-08-2015;1.007,43;996,37;997,23;;1;
18-08-2015;1.013,07;1.003,62;1.013,06;;1;
17-08-2015;1.008,94;991,55;1.002,23;;1;
14-08-2015;999,41;987,24;997,56;;1;
13-08-2015;995,57;986,91;989,01;;1;
12-08-2015;988,78;972,25;973,51;;1;
11-08-2015;1.004,59;995,99;997,74;;1;
10-08-2015;1.005,84;992,71;1.002,81;;1;
07-08-2015;1.018,18;996,87;997,28;;1;
06-08-2015;1.044,92;1.013,20;1.016,02;;1;
05-08-2015;1.040,41;1.033,70;1.039,70;;1;
04-08-2015;1.039,47;1.026,10;1.030,59;;1;
03-08-2015;1.032,65;1.015,45;1.032,60;;1;
31-07-2015;1.013,55;1.005,80;1.010,58;;1;
30-07-2015;1.023,60;1.003,99;1.006,36;;1;
29-07-2015;1.013,29;1.006,21;1.013,24;;1;
28-07-2015;1.011,26;999,96;1.002,53;;1;
27-07-2015;1.016,84;994,96;997,49;;1;
24-07-2015;1.030,17;1.019,20;1.019,44;;1;
23-07-2015;1.034,97;1.017,27;1.020,72;;1;
22-07-2015;1.032,76;1.020,26;1.024,39;;1;
21-07-2015;1.041,09;1.021,51;1.021,75;;1;
20-07-2015;1.041,36;1.030,54;1.035,31;;1;
17-07-2015;1.032,32;1.024,27;1.025,61;;1;
16-07-2015;1.030,88;1.019,59;1.026,38;;1;
15-07-2015;1.014,83;1.004,42;1.014,60;;1;
14-07-2015;1.004,46;997,95;1.003,42;;1;
13-07-2015;1.004,48;997,13;1.003,95;;1;
10-07-2015;984,3;970,77;984,01;;1;
09-07-2015;960,43;941,11;958,49;;1;
08-07-2015;942,32;931,39;937,53;;1;
07-07-2015;954,96;938,9;941,2;;1;
06-07-2015;953,87;938,8;951,87;;1;
03-07-2015;959,66;950,54;954,66;;1;
02-07-2015;966,83;955,22;958,08;;1;
01-07-2015;965,11;952,82;960,33;;1;
30-06-2015;952,42;938,16;944,82;;1;
29-06-2015;955,5;925,7;948,59;;1;
26-06-2015;971,67;957,99;965,16;;1;
25-06-2015;974,08;959,03;968,74;;1;
24-06-2015;973,9;960,61;967,35;;1;
23-06-2015;976,38;969,23;969,78;;1;
22-06-2015;969,7;954,15;968,35;;1;
19-06-2015;953,46;940,69;940,89;;1;
18-06-2015;941,18;919,2;941,18;;1;
17-06-2015;957,17;935,1;941,15;;1;
16-06-2015;951,79;933,14;951,01;;1;
15-06-2015;965,18;948,76;949,95;;1;
12-06-2015;983,78;969,56;970,74;;1;
11-06-2015;985,98;976,97;979,05;;1;
10-06-2015;975,36;951,46;975,36;;1;
09-06-2015;963,82;947,41;953,58;;1;
08-06-2015;977,27;959,43;960,47;;1;
04-06-2015;981,75;967,6;977,94;;1;
03-06-2015;988,65;980,81;984,54;;1;
02-06-2015;994,52;978,39;983,15;;1;
01-06-2015;991;980,56;989,39;;1;
29-05-2015;999,39;980,6;981,8;;1;
28-05-2015;1.000,63;992,58;993,71;;1;
27-05-2015;1.000,66;988,53;1.000,66;;1;
26-05-2015;1.000,44;989,74;991,05;;1;
22-05-2015;992,52;985;991,46;;1;
21-05-2015;988,84;981,81;985,64;;1;
20-05-2015;985,82;977,36;984,75;;1;
19-05-2015;983,32;971,38;982,46;;1;
18-05-2015;970,24;959,75;965,22;;1;
13-05-2015;965,29;952,76;957,84;;1;
12-05-2015;969,28;955,65;961,26;;1;
11-05-2015;973,21;963,55;973,21;;1;
08-05-2015;965,73;952,67;963,71;;1;
07-05-2015;955,71;934,11;953,79;;1;
06-05-2015;966,18;944,57;947,92;;1;
05-05-2015;984,89;958,19;958,19;;1;
04-05-2015;981,9;971,65;974,99;;1;
30-04-2015;973,01;941,59;963,77;;1;
29-04-2015;992,41;958,78;961,57;;1;
28-04-2015;999,58;974,04;982,12;;1;
27-04-2015;1.008,45;995,64;1.003,35;;1;
24-04-2015;1.000,63;989,21;995,01;;1;
23-04-2015;1.004,51;983,77;985,03;;1;
22-04-2015;1.009,94;989,99;998,22;;1;
21-04-2015;1.003,77;984,76;1.001,67;;1;
20-04-2015;989,61;968,39;981,66;;1;
17-04-2015;982,2;964,63;967,92;;1;
16-04-2015;991,98;977,56;983,59;;1;
15-04-2015;999,52;992,05;994,78;;1;
14-04-2015;1.003,48;990,5;990,51;;1;
13-04-2015;1.003,55;995,65;998,93;;1;
10-04-2015;1.003,61;988,54;1.002,67;;1;
09-04-2015;985,73;980,45;985,73;;1;
08-04-2015;980,45;972,84;979,44;;1;
07-04-2015;982,02;970,21;976,59;;1;
01-04-2015;967,54;949,26;965,33;;1;
31-03-2015;966,8;952,85;954,34;;1;
30-03-2015;962,64;941,25;962,64;;1;
27-03-2015;957,35;901,35;945,62;;1;
26-03-2015;911,08;891,86;900,62;;1;
25-03-2015;924,22;914,68;915,04;;1;
24-03-2015;925,9;912,84;923,92;;1;
23-03-2015;918,39;909,3;915,34;;1;
20-03-2015;917,72;910,9;917,55;;1;
19-03-2015;914,6;903,11;913,13;;1;
18-03-2015;915,14;906;909,78;;1;
17-03-2015;923,52;901,62;906,97;;1;
16-03-2015;920,73;910,37;920,59;;1;
13-03-2015;907,1;895,54;907,1;;1;
12-03-2015;898,25;891,99;893,6;;1;
11-03-2015;896,42;884,75;893,5;;1;
10-03-2015;894,42;881,39;888,81;;1;
09-03-2015;885,86;877,5;885,48;;1;
06-03-2015;888,93;881,92;886,28;;1;
05-03-2015;883,19;875,43;882,65;;1;
04-03-2015;874,57;866,15;873,97;;1;
03-03-2015;881,43;873,13;873,13;;1;
02-03-2015;886,56;877,22;879,19;;1;
27-02-2015;883,64;875,53;883,51;;1;
26-02-2015;877,39;866,62;876,59;;1;
25-02-2015;869,53;860,83;867,08;;1;
24-02-2015;863,27;853,36;859,79;;1;
23-02-2015;869,58;859,65;863,05;;1;
20-02-2015;860,17;830,9;853,69;;1;
19-02-2015;836,65;825,93;835,95;;1;
18-02-2015;831,05;820,78;830,03;;1;
17-02-2015;816,42;800,62;815,61;;1;
16-02-2015;805,73;799,98;803,36;;1;
13-02-2015;804,91;798,56;803,63;;1;
12-02-2015;798,17;790,62;796,55;;1;
11-02-2015;798,81;788,08;790,23;;1;
10-02-2015;798,9;788,2;796,8;;1;
09-02-2015;793,83;784,32;787,96;;1;
06-02-2015;799,36;789,57;793,48;;1;
05-02-2015;809,64;797,26;799,67;;1;
04-02-2015;811,17;795,98;801,43;;1;
03-02-2015;811,45;803,22;808,11;;1;
02-02-2015;817,36;804,02;806,44;;1;
30-01-2015;824,93;810,94;810,94;;1;
29-01-2015;820,16;811,63;815,32;;1;
28-01-2015;818,44;809,73;815,19;;1;
27-01-2015;822,04;806,51;808,35;;1;
26-01-2015;815,24;797,89;815,19;;1;
23-01-2015;805;797,34;802,48;;1;
22-01-2015;796,92;782,31;792,96;;1;
21-01-2015;790,82;783,29;790,82;;1;
20-01-2015;793,21;785,85;789,07;;1;
19-01-2015;788,97;771,16;787,3;;1;
16-01-2015;771,46;761,93;769,14;;1;
15-01-2015;772,43;746,6;772,43;;1;
14-01-2015;769,33;758,52;761,29;;1;
13-01-2015;769,3;757,21;769,24;;1;
12-01-2015;761,57;753,54;758,12;;1;
09-01-2015;756,64;750,72;752,65;;1;
08-01-2015;753,32;745,57;752,01;;1;
07-01-2015;747,16;740,83;740,83;;1;
06-01-2015;748,33;737,2;744,44;;1;
05-01-2015;756,71;746,06;748,86;;1;
02-01-2015;754,98;748,19;752,69;;1;
30-12-2014;750,38;743,4;744,44;;1;
29-12-2014;761,48;747,62;750,13;;1;
23-12-2014;756,37;745;746,45;;1;
22-12-2014;753,46;747,29;753,38;;1;
19-12-2014;761,92;741,17;748,27;;1;
18-12-2014;745,68;737,83;744,47;;1;
17-12-2014;727,7;716,58;725,67;;1;
16-12-2014;727,86;708,51;718,5;;1;
15-12-2014;741,44;728,19;729,91;;1;
12-12-2014;755,64;743,23;743,23;;1;
11-12-2014;761,72;750,95;755,98;;1;
10-12-2014;769,53;757,81;759,34;;1;
09-12-2014;768,45;759;760,03;;1;
08-12-2014;778,02;766,71;769,95;;1;
05-12-2014;775,02;766,06;773,54;;1;3.193.221.062
04-12-2014;773,31;760,96;762,68;;1;3.336.961.164
03-12-2014;774,79;767,01;767,79;;1;8.271.692.157
02-12-2014;768,73;759,89;766,3;;1;3.490.734.237
01-12-2014;760,69;754,4;757,73;;1;3.557.482.122
28-11-2014;762,71;758,24;760,72;;1;4.491.169.594
27-11-2014;765,09;760,08;762,28;;1;2.334.714.462
26-11-2014;762,31;757,57;760,67;;1;2.685.193.412
25-11-2014;761,84;756,51;759,41;;1;5.444.105.081
24-11-2014;757,55;751,84;757,04;;1;2.710.050.348
21-11-2014;753,7;746,15;751,71;;1;3.313.282.336
20-11-2014;746,87;740,46;743,99;;1;2.452.693.423
19-11-2014;748,55;742,43;745,9;;1;2.729.906.929
18-11-2014;741,86;734,18;741,86;;1;2.700.757.041
17-11-2014;736,36;727,19;736,2;;1;2.976.208.482
14-11-2014;744,51;733,38;735,86;;1;3.591.668.736
13-11-2014;742,62;733,9;738,72;;1;3.456.194.669
12-11-2014;747,59;737,94;739,51;;1;3.766.067.420
11-11-2014;747,18;737,35;744,58;;1;5.185.372.393
10-11-2014;745,93;737,61;741,98;;1;4.253.439.130
07-11-2014;747,53;738,12;741,42;;1;5.158.334.988
06-11-2014;748,2;734,7;742,38;;1;3.567.950.857
05-11-2014;742,56;735,52;741,65;;1;4.028.850.362
04-11-2014;749,63;740,84;740,84;;1;3.798.282.365
03-11-2014;757,14;741,62;746,07;;1;3.930.498.560
31-10-2014;765,56;749,76;754,43;;1;4.947.911.329
30-10-2014;751,11;735,56;751,11;;1;5.293.516.801
29-10-2014;735,38;726,31;731,01;;1;4.427.785.136
28-10-2014;733,59;719,06;724,18;;1;4.519.436.264
27-10-2014;747,35;733,05;735,99;;1;3.122.187.634
24-10-2014;739,37;730,1;733,98;;1;3.021.125.748
23-10-2014;738,64;727,7;738,64;;1;3.716.451.438
22-10-2014;732,42;719,56;732,42;;1;4.572.309.182
21-10-2014;720,22;697,46;718,96;;1;4.379.696.203
20-10-2014;712,42;696,87;704,63;;1;4.232.915.160
17-10-2014;702,17;676,47;700,72;;1;4.544.562.141
16-10-2014;693,69;664,69;673,84;;1;6.192.796.714
15-10-2014;707,47;680,9;687,45;;1;4.286.926.491
14-10-2014;706,25;691,72;703,45;;1;3.653.591.791
13-10-2014;706,66;690,99;700,24;;1;4.003.545.528
10-10-2014;710,1;698,55;703,44;;1;4.995.899.793
09-10-2014;734,58;716,55;717,72;;1;4.021.970.400
08-10-2014;731,6;718,28;721,3;;1;4.836.910.506
07-10-2014;750,81;734,08;736,85;;1;3.607.691.320
06-10-2014;758,87;751,45;751,45;;1;2.704.729.802
03-10-2014;757,65;748,43;756,48;;1;3.292.824.761
02-10-2014;763,66;748,19;748,24;;1;3.789.460.557
01-10-2014;769,59;760;763,38;;1;3.575.208.494
30-09-2014;766,03;760,05;762,65;;1;3.415.954.701
29-09-2014;768,13;759,28;763,68;;1;2.889.078.426
26-09-2014;767,36;757,78;766,28;;1;3.175.192.819
25-09-2014;769,22;759,1;760,91;;1;3.540.485.469
