Date;Highprice;Lowprice;Closingprice;Gennemsnitligepris;Totalvolume;Omsætning
27-01-2020;1.187,27;1.164,38;1.165,06;;1;
24-01-2020;1.199,81;1.184,40;1.193,56;;1;
23-01-2020;1.186,15;1.178,94;1.183,79;;1;
22-01-2020;1.191,24;1.178,09;1.185,02;;1;
21-01-2020;1.180,74;1.172,55;1.179,24;;1;
20-01-2020;1.186,44;1.176,51;1.180,73;;1;
17-01-2020;1.182,70;1.168,03;1.178,19;;1;
16-01-2020;1.184,05;1.164,21;1.167,69;;1;
15-01-2020;1.174,26;1.143,81;1.174,26;;1;
14-01-2020;1.145,77;1.134,30;1.145,77;;1;
13-01-2020;1.144,39;1.138,34;1.141,15;;1;
10-01-2020;1.138,88;1.130,49;1.138,73;;1;
09-01-2020;1.134,69;1.123,79;1.131,18;;1;
08-01-2020;1.125,89;1.116,62;1.122,67;;1;
07-01-2020;1.134,81;1.119,06;1.122,94;;1;
06-01-2020;1.121,33;1.107,96;1.119,71;;1;
03-01-2020;1.136,09;1.120,54;1.121,66;;1;
02-01-2020;1.143,92;1.134,04;1.136,28;;1;
30-12-2019;1.147,03;1.135,79;1.135,79;;1;
27-12-2019;1.148,45;1.137,51;1.146,54;;1;
23-12-2019;1.142,31;1.133,51;1.142,29;;1;
20-12-2019;1.136,66;1.124,47;1.134,31;;1;
19-12-2019;1.129,36;1.120,28;1.124,97;;1;
18-12-2019;1.139,05;1.121,53;1.121,53;;1;
17-12-2019;1.142,52;1.134,93;1.137,56;;1;
16-12-2019;1.142,79;1.119,58;1.140,69;;1;
13-12-2019;1.126,77;1.115,96;1.119,02;;1;
12-12-2019;1.120,68;1.113,00;1.117,24;;1;
11-12-2019;1.120,17;1.111,29;1.114,99;;1;
10-12-2019;1.124,18;1.112,44;1.118,72;;1;
09-12-2019;1.127,85;1.116,47;1.120,45;;1;
06-12-2019;1.125,81;1.116,07;1.124,44;;1;
05-12-2019;1.124,16;1.115,50;1.120,00;;1;
04-12-2019;1.117,66;1.106,38;1.115,28;;1;
03-12-2019;1.113,35;1.101,72;1.106,40;;1;
02-12-2019;1.117,63;1.101,97;1.101,97;;1;
29-11-2019;1.117,21;1.108,34;1.108,34;;1;
28-11-2019;1.116,02;1.111,03;1.115,08;;1;
27-11-2019;1.114,82;1.107,62;1.113,10;;1;
26-11-2019;1.113,00;1.099,89;1.112,75;;1;
25-11-2019;1.106,02;1.082,63;1.103,45;;1;
22-11-2019;1.088,74;1.071,30;1.082,59;;1;
21-11-2019;1.085,02;1.071,04;1.072,85;;1;
20-11-2019;1.104,17;1.082,24;1.085,50;;1;
19-11-2019;1.106,06;1.098,04;1.101,00;;1;
18-11-2019;1.113,08;1.099,55;1.100,49;;1;
15-11-2019;1.110,04;1.102,59;1.107,84;;1;
14-11-2019;1.109,46;1.098,32;1.101,46;;1;
13-11-2019;1.109,07;1.094,43;1.107,21;;1;
12-11-2019;1.100,50;1.094,71;1.100,50;;1;
11-11-2019;1.103,72;1.092,31;1.097,68;;1;
08-11-2019;1.098,31;1.080,32;1.098,02;;1;
07-11-2019;1.084,20;1.071,93;1.081,76;;1;
06-11-2019;1.073,25;1.064,02;1.070,64;;1;
05-11-2019;1.083,00;1.069,45;1.073,64;;1;
04-11-2019;1.084,47;1.073,12;1.082,30;;1;
01-11-2019;1.076,32;1.049,27;1.076,32;;1;
31-10-2019;1.062,88;1.050,36;1.050,61;;1;
30-10-2019;1.059,15;1.048,01;1.059,15;;1;
29-10-2019;1.057,06;1.038,25;1.048,42;;1;
28-10-2019;1.057,89;1.044,84;1.057,45;;1;
25-10-2019;1.049,18;1.042,97;1.048,31;;1;
24-10-2019;1.052,80;1.040,47;1.046,02;;1;
23-10-2019;1.043,66;1.033,11;1.040,59;;1;
22-10-2019;1.041,89;1.024,67;1.040,99;;1;
21-10-2019;1.029,26;1.020,43;1.029,08;;1;
18-10-2019;1.032,67;1.020,75;1.020,78;;1;
17-10-2019;1.037,66;1.022,98;1.032,31;;1;
16-10-2019;1.039,57;1.024,85;1.030,51;;1;
15-10-2019;1.038,14;1.028,52;1.037,06;;1;
14-10-2019;1.028,96;1.015,04;1.028,96;;1;
11-10-2019;1.015,84;1.006,34;1.015,84;;1;
10-10-2019;1.016,23;997,81;1.009,41;;1;
09-10-2019;1.021,52;1.011,93;1.015,93;;1;
08-10-2019;1.029,60;1.014,22;1.015,65;;1;
07-10-2019;1.025,08;1.014,23;1.023,48;;1;
04-10-2019;1.017,29;1.001,28;1.013,98;;1;
03-10-2019;1.003,65;991,18;1.001,04;;1;
02-10-2019;1.021,05;995,56;997,18;;1;
01-10-2019;1.043,01;1.021,81;1.022,20;;1;
30-09-2019;1.041,67;1.034,57;1.034,66;;1;
27-09-2019;1.047,60;1.037,64;1.041,72;;1;
26-09-2019;1.047,40;1.038,34;1.045,82;;1;
25-09-2019;1.050,31;1.036,08;1.041,35;;1;
24-09-2019;1.054,66;1.045,47;1.049,92;;1;
23-09-2019;1.054,48;1.042,61;1.045,43;;1;
20-09-2019;1.049,12;1.033,85;1.045,05;;1;
19-09-2019;1.038,71;1.030,09;1.036,41;;1;
18-09-2019;1.032,88;1.026,28;1.031,74;;1;
17-09-2019;1.032,04;1.017,60;1.030,57;;1;
16-09-2019;1.028,98;1.017,44;1.018,17;;1;
13-09-2019;1.034,24;1.020,97;1.026,21;;1;
12-09-2019;1.043,63;1.027,61;1.032,42;;1;
11-09-2019;1.034,96;1.013,22;1.034,60;;1;
10-09-2019;1.033,40;1.004,12;1.012,94;;1;
09-09-2019;1.052,41;1.031,89;1.033,20;;1;
06-09-2019;1.054,87;1.044,95;1.050,95;;1;
05-09-2019;1.059,79;1.048,21;1.048,21;;1;
04-09-2019;1.060,63;1.047,13;1.051,75;;1;
03-09-2019;1.049,98;1.038,49;1.046,90;;1;
02-09-2019;1.046,14;1.032,21;1.043,27;;1;
30-08-2019;1.033,54;1.022,27;1.032,13;;1;
29-08-2019;1.032,27;1.022,52;1.026,67;;1;
28-08-2019;1.031,87;1.022,27;1.025,90;;1;
27-08-2019;1.030,92;1.022,61;1.030,65;;1;
26-08-2019;1.033,79;1.016,48;1.024,69;;1;
23-08-2019;1.043,04;1.030,52;1.034,51;;1;
22-08-2019;1.042,35;1.030,13;1.035,27;;1;
21-08-2019;1.034,74;1.018,09;1.034,74;;1;
20-08-2019;1.026,54;1.013,63;1.018,17;;1;
19-08-2019;1.021,39;1.010,72;1.017,23;;1;
16-08-2019;1.018,77;996,04;1.018,39;;1;
15-08-2019;1.009,39;987,44;1.000,98;;1;
14-08-2019;1.012,02;996,98;997,06;;1;
13-08-2019;1.014,84;996,39;1.012,45;;1;
12-08-2019;1.016,03;997,62;998,78;;1;
09-08-2019;1.021,47;1.003,53;1.003,53;;1;
08-08-2019;1.009,81;991,47;1.008,74;;1;
07-08-2019;998,69;984,66;990,64;;1;
06-08-2019;989,88;974,27;984,98;;1;
05-08-2019;998,13;975,81;975,81;;1;
02-08-2019;1.013,53;997,12;999,25;;1;
01-08-2019;1.017,26;996,26;1.014,01;;1;
31-07-2019;1.002,24;987,85;999,45;;1;
30-07-2019;1.012,68;994,5;995,45;;1;
29-07-2019;1.020,44;1.010,48;1.012,84;;1;
26-07-2019;1.017,35;1.010,08;1.011,27;;1;
25-07-2019;1.019,58;1.010,15;1.013,83;;1;
24-07-2019;1.017,87;1.002,13;1.014,33;;1;
23-07-2019;1.005,20;997,53;1.002,31;;1;
22-07-2019;1.002,94;995,28;1.001,70;;1;
19-07-2019;1.003,97;993,6;998,17;;1;
18-07-2019;1.002,93;995,6;1.002,45;;1;
17-07-2019;1.006,57;1.000,12;1.002,15;;1;
16-07-2019;1.002,88;992,43;1.001,24;;1;
15-07-2019;999,92;987,1;996,77;;1;
12-07-2019;1.007,37;991,88;993,22;;1;
11-07-2019;1.020,61;1.005,85;1.007,39;;1;
10-07-2019;1.020,67;1.007,87;1.015,75;;1;
09-07-2019;1.017,82;1.007,37;1.013,90;;1;
08-07-2019;1.020,22;1.012,83;1.016,85;;1;
05-07-2019;1.032,42;1.018,28;1.019,79;;1;
04-07-2019;1.038,09;1.028,05;1.030,68;;1;
03-07-2019;1.042,40;1.024,71;1.037,21;;1;
02-07-2019;1.025,86;1.019,29;1.025,72;;1;
01-07-2019;1.021,50;1.002,57;1.019,90;;1;
28-06-2019;1.006,85;994,1;1.002,51;;1;
27-06-2019;1.005,29;993,01;996,97;;1;
26-06-2019;1.014,04;1.005,20;1.005,30;;1;
25-06-2019;1.012,51;1.001,42;1.012,32;;1;
24-06-2019;1.016,02;1.004,09;1.008,19;;1;
21-06-2019;1.020,91;1.006,98;1.006,98;;1;
20-06-2019;1.028,56;1.018,77;1.020,58;;1;
19-06-2019;1.025,97;1.014,61;1.025,97;;1;
18-06-2019;1.025,64;1.005,57;1.024,79;;1;
17-06-2019;1.013,05;1.006,85;1.012,64;;1;
14-06-2019;1.019,31;1.008,77;1.011,02;;1;
13-06-2019;1.027,27;1.018,05;1.020,05;;1;
12-06-2019;1.023,89;1.008,75;1.023,80;;1;
11-06-2019;1.018,24;989,09;1.013,56;;1;
07-06-2019;990,17;983,8;988,75;;1;
06-06-2019;997,53;975;988,92;;1;
04-06-2019;981,09;961,45;973,31;;1;
03-06-2019;981,4;955,96;981,39;;1;
29-05-2019;998,15;971,09;971,19;;1;
28-05-2019;1.000,42;987,69;998,79;;1;
27-05-2019;1.000,19;989,24;989,25;;1;
24-05-2019;1.001,25;992,09;996,51;;1;
23-05-2019;1.001,02;989,59;993,2;;1;
22-05-2019;1.001,26;990,3;999,11;;1;
21-05-2019;990,92;981,69;990,79;;1;
20-05-2019;988,97;976,62;981,29;;1;
16-05-2019;984,47;972,65;983,36;;1;
15-05-2019;988,33;966,31;974,22;;1;
14-05-2019;980,05;970,97;978,51;;1;
13-05-2019;994,19;972,42;974,17;;1;
10-05-2019;1.001,56;992,03;994,4;;1;
09-05-2019;1.008,23;992,87;997,08;;1;
08-05-2019;1.006,83;994,5;1.006,62;;1;
07-05-2019;1.007,54;995,88;998,57;;1;
06-05-2019;1.000,39;984,79;995,59;;1;
03-05-2019;1.015,41;1.000,79;1.000,96;;1;
02-05-2019;1.018,28;1.006,90;1.010,33;;1;
01-05-2019;1.019,93;1.013,93;1.017,89;;1;
30-04-2019;1.027,34;1.011,52;1.013,97;;1;
29-04-2019;1.026,66;1.018,98;1.024,05;;1;
26-04-2019;1.020,65;1.005,43;1.019,70;;1;
25-04-2019;1.011,00;1.004,99;1.005,41;;1;
24-04-2019;1.015,88;1.006,97;1.007,81;;1;
23-04-2019;1.017,27;999,69;1.008,74;;1;
17-04-2019;1.018,80;1.004,97;1.005,96;;1;
16-04-2019;1.025,79;1.018,94;1.018,94;;1;
15-04-2019;1.021,57;1.014,59;1.019,96;;1;
12-04-2019;1.022,14;1.011,09;1.017,67;;1;
11-04-2019;1.022,51;1.015,68;1.019,55;;1;
10-04-2019;1.023,62;1.015,18;1.021,11;;1;
09-04-2019;1.029,57;1.018,82;1.021,15;;1;
08-04-2019;1.029,48;1.021,69;1.024,32;;1;
05-04-2019;1.026,78;1.019,20;1.022,87;;1;
04-04-2019;1.026,60;1.018,27;1.018,29;;1;
03-04-2019;1.034,60;1.022,10;1.026,44;;1;
02-04-2019;1.034,28;1.024,38;1.032,61;;1;
01-04-2019;1.028,68;1.017,87;1.027,57;;1;
29-03-2019;1.019,32;1.010,59;1.017,19;;1;
28-03-2019;1.020,46;1.010,11;1.012,95;;1;
27-03-2019;1.017,99;1.008,68;1.010,41;;1;
26-03-2019;1.017,48;1.002,64;1.015,15;;1;
25-03-2019;1.003,89;993,31;1.002,42;;1;
22-03-2019;1.022,40;1.003,87;1.004,96;;1;
21-03-2019;1.023,05;1.014,38;1.021,49;;1;
20-03-2019;1.023,30;1.018,18;1.022,01;;1;
19-03-2019;1.024,01;1.013,95;1.024,01;;1;
18-03-2019;1.017,64;1.011,88;1.016,63;;1;
15-03-2019;1.014,33;1.007,53;1.011,92;;1;
14-03-2019;1.007,67;998,87;1.007,31;;1;
13-03-2019;1.000,10;991,27;1.000,10;;1;
12-03-2019;997,67;990,06;993,97;;1;
11-03-2019;991,17;986,26;989,62;;1;
08-03-2019;991,86;985,3;987,61;;1;
07-03-2019;995,79;987,85;989,39;;1;
06-03-2019;996,94;988,4;988,43;;1;
05-03-2019;995,32;986,63;994,64;;1;
04-03-2019;992;979,33;990,34;;1;
01-03-2019;989,77;981,17;987,01;;1;
28-02-2019;981,55;974,19;980,63;;1;
27-02-2019;986,61;979,14;979,68;;1;
26-02-2019;984,58;976,64;984,07;;1;
25-02-2019;983,41;973,05;980,35;;1;
22-02-2019;980,14;970,31;978,69;;1;
21-02-2019;982,29;974,02;976,28;;1;
20-02-2019;980,27;974,38;978,53;;1;
19-02-2019;983,98;972,89;973,26;;1;
18-02-2019;984,73;977,74;983,64;;1;
15-02-2019;980,7;969,57;980,7;;1;
14-02-2019;975,21;967,92;975;;1;
13-02-2019;972,15;963,98;967,04;;1;
12-02-2019;967,75;958,79;967,51;;1;
11-02-2019;959,46;947,84;957,34;;1;
08-02-2019;956,43;945,87;946,91;;1;
07-02-2019;962,95;949,25;953,16;;1;
06-02-2019;963,04;955,51;956,77;;1;
05-02-2019;961,72;940,94;961,11;;1;
04-02-2019;945,85;938,59;940,6;;1;
01-02-2019;947,34;932,58;946,81;;1;
31-01-2019;935,48;920,44;923,13;;1;
30-01-2019;929,22;921,28;928,97;;1;
29-01-2019;927,46;917;924,49;;1;
28-01-2019;922,9;917,37;917,45;;1;
25-01-2019;934,39;920,9;921,14;;1;
24-01-2019;935,17;927,55;930,16;;1;
23-01-2019;938,12;929,18;933,8;;1;
22-01-2019;943,14;933,16;938,24;;1;
21-01-2019;940,44;933,91;938,6;;1;
18-01-2019;940,15;929,57;937,49;;1;
17-01-2019;930,27;918,08;928,96;;1;
16-01-2019;928,29;918,56;923,88;;1;
15-01-2019;920,69;914,56;919,57;;1;
14-01-2019;931,77;912,02;913,23;;1;
11-01-2019;941,08;928,76;932,84;;1;
10-01-2019;937,84;928,74;932,83;;1;
09-01-2019;948,56;936,02;938,91;;1;
08-01-2019;938,57;922,62;933,16;;1;
07-01-2019;927,28;912,99;925,11;;1;
04-01-2019;919,77;902,22;919,77;;1;
03-01-2019;905,05;894,99;901,35;;1;
02-01-2019;904,81;885,98;902,83;;1;
28-12-2018;895,03;880,06;891,56;;1;
27-12-2018;902,92;878,7;878,7;;1;
21-12-2018;899,48;882,44;893,1;;1;
20-12-2018;907,97;892,34;899,92;;1;
19-12-2018;919,12;910,73;910,73;;1;
18-12-2018;925,86;915,58;919,2;;1;
17-12-2018;934,43;925,2;925,96;;1;
14-12-2018;936,28;929,12;935,84;;1;
13-12-2018;935,3;922,13;934,24;;1;
12-12-2018;926,74;914,71;926,47;;1;
11-12-2018;929,78;914,78;922,24;;1;
10-12-2018;923,78;909,83;914,23;;1;
07-12-2018;929,6;910,9;923,65;;1;
06-12-2018;928,82;907,6;910,7;;1;
05-12-2018;931,78;918,88;928,93;;1;
04-12-2018;934,65;926,24;931,18;;1;
03-12-2018;945,8;928,24;928,24;;1;
30-11-2018;931,85;925,32;928,23;;1;
29-11-2018;935,79;925,09;925,86;;1;
28-11-2018;930,54;920,36;925,66;;1;
27-11-2018;940,1;921,44;927,77;;1;
26-11-2018;936,63;917,5;935,56;;1;
23-11-2018;918,51;896,51;916,75;;1;
22-11-2018;902,44;895,05;899,07;;1;
21-11-2018;902,29;894,77;901,4;;1;
20-11-2018;911,91;890,82;898,25;;1;
19-11-2018;929,28;911,14;913,4;;1;
16-11-2018;919,18;903,23;911,34;;1;
15-11-2018;931,04;904,9;906,03;;1;
14-11-2018;929,63;919,95;926,77;;1;
13-11-2018;940,62;921,92;925,04;;1;
12-11-2018;943,7;934,09;935,25;;1;
09-11-2018;939,45;926,95;937,54;;1;
08-11-2018;945,14;927,73;936,2;;1;
07-11-2018;928,75;910,98;927,7;;1;
06-11-2018;913,6;901,23;910,38;;1;
05-11-2018;918,8;900,21;907,56;;1;
02-11-2018;927,87;914,9;917,89;;1;
01-11-2018;923,77;902,76;914,11;;1;
31-10-2018;906;891,52;902,39;;1;
30-10-2018;896,29;877,65;889,74;;1;
29-10-2018;897,99;873,9;893,93;;1;
26-10-2018;884,88;870,04;873,46;;1;
25-10-2018;888,14;871,69;876,46;;1;
24-10-2018;898,27;883,41;890,03;;1;
23-10-2018;910,59;884,76;886,53;;1;
22-10-2018;921,94;908,8;910,91;;1;
19-10-2018;921,94;906,36;915,27;;1;
18-10-2018;925,44;913,12;922,57;;1;
17-10-2018;921,09;909,1;913,29;;1;
16-10-2018;910,95;891,29;910,95;;1;
15-10-2018;896,44;883,73;892,2;;1;
12-10-2018;899,26;887,33;894,69;;1;
11-10-2018;889,1;860,86;881,37;;1;
10-10-2018;907,74;889,34;889,57;;1;
09-10-2018;913,8;895,8;907,42;;1;
08-10-2018;932;904,57;910,63;;1;
05-10-2018;935,55;918,87;932,37;;1;
04-10-2018;975,14;928,41;933,05;;1;
03-10-2018;983,42;976,2;976,84;;1;
02-10-2018;980,23;976,09;979,32;;1;
01-10-2018;985,14;977,87;978,02;;1;
28-09-2018;985,36;977,78;978,86;;1;
27-09-2018;982,72;972,26;979,97;;1;
26-09-2018;986,09;978,68;982,96;;1;
25-09-2018;987,59;977,16;986,8;;1;
24-09-2018;982,78;974,78;975,56;;1;
21-09-2018;986,7;979,72;982,35;;1;
20-09-2018;980,31;971,31;978,61;;1;
19-09-2018;978,98;970,84;973,29;;1;
18-09-2018;982,38;974,5;977,62;;1;
17-09-2018;982,97;975,94;975,99;;1;
14-09-2018;996,21;980,37;984,46;;1;
13-09-2018;998,23;990,52;990,98;;1;
12-09-2018;997,94;988,59;994,68;;1;
11-09-2018;997,15;986,91;989,13;;1;
10-09-2018;998,31;991,78;995,11;;1;
07-09-2018;999,15;985,15;994,47;;1;
06-09-2018;997,73;990,71;994,03;;1;
05-09-2018;1.009,63;992,46;992,57;;1;
04-09-2018;1.017,97;1.003,91;1.009,85;;1;
03-09-2018;1.023,17;1.013,48;1.017,78;;1;
31-08-2018;1.027,84;1.021,44;1.021,83;;1;
30-08-2018;1.029,37;1.022,36;1.028,12;;1;
29-08-2018;1.030,04;1.023,23;1.027,97;;1;
28-08-2018;1.032,99;1.022,42;1.027,27;;1;
27-08-2018;1.028,15;1.018,74;1.027,57;;1;
24-08-2018;1.021,16;1.013,94;1.018,79;;1;
23-08-2018;1.023,29;1.013,84;1.014,68;;1;
22-08-2018;1.020,76;1.012,88;1.016,40;;1;
21-08-2018;1.017,78;1.005,94;1.013,04;;1;
20-08-2018;1.008,69;999,67;1.006,89;;1;
17-08-2018;1.004,74;997,53;999,03;;1;
16-08-2018;1.002,22;992,16;1.002,22;;1;
15-08-2018;1.007,99;993,19;993,74;;1;
14-08-2018;1.008,02;999,01;1.006,63;;1;
13-08-2018;1.001,00;987,71;998,53;;1;
10-08-2018;993,97;985,54;990,43;;1;
09-08-2018;995,98;986,53;993,53;;1;
08-08-2018;1.012,81;984,41;986,67;;1;
07-08-2018;1.015,59;1.004,35;1.013,16;;1;
06-08-2018;1.025,01;1.014,92;1.015,91;;1;
03-08-2018;1.023,26;1.016,20;1.020,19;;1;
02-08-2018;1.021,32;1.012,11;1.016,10;;1;
01-08-2018;1.023,52;1.013,54;1.017,64;;1;
31-07-2018;1.029,44;1.014,24;1.016,77;;1;
30-07-2018;1.032,34;1.025,71;1.026,12;;1;
27-07-2018;1.034,55;1.027,56;1.031,14;;1;
26-07-2018;1.034,70;1.019,90;1.034,56;;1;
25-07-2018;1.024,95;1.016,53;1.020,39;;1;
24-07-2018;1.020,43;1.008,93;1.019,32;;1;
23-07-2018;1.012,72;1.007,20;1.010,69;;1;
20-07-2018;1.011,51;1.003,87;1.011,50;;1;
19-07-2018;1.007,03;998,29;1.003,18;;1;
18-07-2018;1.008,72;998,57;1.002,80;;1;
17-07-2018;1.005,95;996,84;1.005,95;;1;
16-07-2018;1.004,27;993,85;996,41;;1;
13-07-2018;1.004,63;997,28;998,63;;1;
12-07-2018;998,4;986,9;997,67;;1;
11-07-2018;990,84;980,8;984,9;;1;
10-07-2018;992,83;980,15;991,59;;1;
09-07-2018;980,61;972,07;979,23;;1;
06-07-2018;973,15;961,6;971,79;;1;
05-07-2018;974,96;962,09;965,72;;1;
04-07-2018;970,97;961,25;970,97;;1;
03-07-2018;969,43;958,92;967,5;;1;
02-07-2018;961,2;952,87;958,84;;1;
29-06-2018;964,54;952,68;961,77;;1;
28-06-2018;971;948,96;951,39;;1;
27-06-2018;964,61;946,48;962,87;;1;
26-06-2018;976,81;960,32;961,48;;1;
25-06-2018;990,06;976,64;976,64;;1;
22-06-2018;986,06;978,7;983,54;;1;
21-06-2018;992,17;973,52;978,95;;1;
20-06-2018;973,66;964,9;973,38;;1;
19-06-2018;968,97;958,66;965,55;;1;
18-06-2018;981,38;969,49;970,99;;1;
15-06-2018;984,62;976,18;980,22;;1;
14-06-2018;982,57;966,89;978,92;;1;
13-06-2018;972,05;965,71;970,34;;1;
12-06-2018;970,27;965,41;965,98;;1;
11-06-2018;969,05;962,82;967,37;;1;
08-06-2018;971,3;955,25;963,73;;1;
07-06-2018;984,1;970,62;971,58;;1;
06-06-2018;990,47;976,71;979,52;;1;
04-06-2018;1.000,02;988,33;988,85;;1;
01-06-2018;992,52;978,2;990,98;;1;
31-05-2018;987,19;975,84;978,09;;1;
30-05-2018;975,31;962,87;974,91;;1;
29-05-2018;983,79;966,05;974,34;;1;
28-05-2018;997,5;983,41;984,48;;1;
25-05-2018;999,68;990,72;993,89;;1;
24-05-2018;1.001,69;989,76;990,11;;1;
23-05-2018;1.003,21;992,56;1.000,56;;1;
22-05-2018;1.006,86;997,05;1.003,45;;1;
18-05-2018;1.005,35;997,74;999,6;;1;
17-05-2018;1.004,58;994,01;1.004,25;;1;
16-05-2018;1.004,87;995,11;1.004,10;;1;
15-05-2018;1.020,15;1.001,11;1.001,48;;1;
14-05-2018;1.023,79;1.007,40;1.020,14;;1;
09-05-2018;1.011,81;1.005,66;1.006,88;;1;
08-05-2018;1.011,18;998,24;1.011,18;;1;
07-05-2018;1.001,30;987,26;1.001,30;;1;
04-05-2018;993,27;983,26;986,9;;1;
03-05-2018;999,81;989,4;989,63;;1;
02-05-2018;1.004,42;975,88;996,36;;1;
01-05-2018;982,24;971,08;975,74;;1;
30-04-2018;977,13;967,57;971,17;;1;
26-04-2018;970,72;958,41;970,25;;1;
25-04-2018;969,78;956,18;958,95;;1;
24-04-2018;973,09;965,54;970,16;;1;
23-04-2018;972;963,91;967,59;;1;
20-04-2018;969,6;962,78;963,98;;1;
19-04-2018;978,95;966,8;967,13;;1;
18-04-2018;976,02;969,09;973,76;;1;
17-04-2018;973,83;965,55;973,74;;1;
16-04-2018;977,88;965,88;966,55;;1;
13-04-2018;979,14;968,06;968,06;;1;
12-04-2018;978,15;968,42;974,06;;1;
11-04-2018;984,25;969,47;971,22;;1;
10-04-2018;984,35;978,8;984,19;;1;
09-04-2018;983,6;973,85;978,11;;1;
06-04-2018;977,06;968,55;972,95;;1;
05-04-2018;973,97;963,41;973,88;;1;
04-04-2018;975,29;955,65;956,88;;1;
03-04-2018;977,85;964,86;973,05;;1;
28-03-2018;981,18;963,84;976,57;;1;
27-03-2018;979,89;967,86;968,96;;1;
26-03-2018;980,31;966,08;966,42;;1;
23-03-2018;974,55;959,22;971,8;;1;
22-03-2018;988,79;972,79;972,91;;1;
21-03-2018;990,49;986,82;988,06;;1;
20-03-2018;990,18;979,86;987,41;;1;
19-03-2018;994,04;983,86;987,95;;1;
16-03-2018;994,57;988,07;990,93;;1;
15-03-2018;996,81;986,27;994,24;;1;
14-03-2018;996,15;988,79;988,79;;1;
13-03-2018;1.007,80;991,66;991,71;;1;
12-03-2018;1.003,38;999,2;1.000,20;;1;
09-03-2018;1.001,03;995,49;998,09;;1;
08-03-2018;998,91;987,29;998,65;;1;
07-03-2018;987,76;979,87;987,76;;1;
06-03-2018;996,52;985,29;985,39;;1;
05-03-2018;987,04;978,31;984,85;;1;
02-03-2018;994,94;979,64;981,41;;1;
01-03-2018;1.011,16;994,38;996,77;;1;
28-02-2018;1.016,05;1.009,40;1.011,81;;1;
27-02-2018;1.030,50;1.013,82;1.017,55;;1;
26-02-2018;1.030,55;1.021,48;1.030,41;;1;
23-02-2018;1.022,38;1.010,26;1.020,03;;1;
22-02-2018;1.017,02;994,39;1.011,52;;1;
21-02-2018;1.000,50;990,06;998,53;;1;
20-02-2018;995,97;988,62;995,74;;1;
19-02-2018;1.007,04;994,09;994,25;;1;
16-02-2018;1.006,71;990,69;1.005,87;;1;
15-02-2018;990,43;979,91;985,81;;1;
14-02-2018;981,97;968,31;979,77;;1;
13-02-2018;981,2;968,76;970,15;;1;
12-02-2018;983,7;961,96;979,44;;1;
09-02-2018;966,16;951,07;959,04;;1;
08-02-2018;973,79;959,81;961,24;;1;
07-02-2018;970,54;951,2;968,98;;1;
06-02-2018;965,88;932,29;952,22;;1;
05-02-2018;972,07;958,18;969,19;;1;
02-02-2018;993,64;969,28;969,28;;1;
01-02-2018;1.022,34;986,04;986,4;;1;
31-01-2018;1.028,78;1.017,68;1.017,79;;1;
30-01-2018;1.040,13;1.024,95;1.026,80;;1;
29-01-2018;1.041,85;1.033,54;1.035,79;;1;
26-01-2018;1.040,45;1.030,22;1.038,48;;1;
25-01-2018;1.043,98;1.027,58;1.029,22;;1;
24-01-2018;1.056,01;1.044,51;1.044,81;;1;
23-01-2018;1.056,09;1.046,72;1.051,70;;1;
22-01-2018;1.051,34;1.043,51;1.049,41;;1;
19-01-2018;1.050,03;1.036,93;1.047,24;;1;
18-01-2018;1.044,99;1.035,31;1.036,12;;1;
17-01-2018;1.039,71;1.027,05;1.038,09;;1;
16-01-2018;1.034,23;1.025,83;1.033,05;;1;
15-01-2018;1.030,39;1.026,83;1.028,13;;1;
12-01-2018;1.035,92;1.027,30;1.029,65;;1;
11-01-2018;1.046,02;1.032,97;1.036,62;;1;
10-01-2018;1.051,95;1.042,61;1.045,40;;1;
09-01-2018;1.053,21;1.047,67;1.050,34;;1;
08-01-2018;1.048,77;1.040,76;1.047,69;;1;
05-01-2018;1.039,54;1.031,38;1.039,54;;1;
04-01-2018;1.035,10;1.027,90;1.031,00;;1;
03-01-2018;1.032,22;1.025,85;1.031,09;;1;
02-01-2018;1.029,38;1.018,36;1.025,85;;1;
29-12-2017;1.029,11;1.022,59;1.024,22;;1;
28-12-2017;1.029,49;1.021,79;1.024,60;;1;
27-12-2017;1.033,90;1.025,29;1.027,22;;1;
22-12-2017;1.026,39;1.020,07;1.025,68;;1;
21-12-2017;1.024,32;1.014,82;1.022,29;;1;
20-12-2017;1.022,16;1.014,57;1.015,61;;1;
19-12-2017;1.025,40;1.018,07;1.018,11;;1;
18-12-2017;1.022,30;1.005,69;1.020,97;;1;
15-12-2017;1.016,46;1.002,00;1.005,16;;1;
14-12-2017;1.023,10;1.013,06;1.017,06;;1;
13-12-2017;1.019,40;1.012,69;1.014,70;;1;
12-12-2017;1.017,94;1.005,23;1.017,58;;1;
11-12-2017;1.014,60;1.007,49;1.011,01;;1;
08-12-2017;1.008,54;998,1;1.008,54;;1;
07-12-2017;1.004,81;994,5;998,5;;1;
06-12-2017;1.000,96;986,25;996,91;;1;
05-12-2017;1.002,57;985,6;986,37;;1;
04-12-2017;1.009,85;998,57;998,59;;1;
01-12-2017;1.018,08;999,85;1.004,40;;1;
30-11-2017;1.007,08;996,78;1.005,76;;1;
29-11-2017;1.008,89;996,75;998,64;;1;
28-11-2017;1.000,53;980,97;999,82;;1;
27-11-2017;995,39;987,72;987,78;;1;
